"","GSM237924","GSM237972","GSM820089","GSM215084","GSM820105","GSM237935","GSM95503","GSM588860","GSM95496","GSM916688","GSM916703","GSM237980","GSM523347","GSM820063","GSM588832","GSM588833","GSM916715","GSM820107","GSM237968","GSM237950","GSM523317","GSM800775","GSM523325","GSM523288","GSM215096","GSM400180","GSM237978","GSM237962","GSM916713","GSM820121","GSM237929","GSM452660","GSM570821","GSM215113","GSM523329","GSM523346","GSM523295","GSM820053","GSM215102","GSM588851","GSM916722","GSM523372","GSM237934","GSM523293","GSM215093","GSM237920","GSM95506","GSM800773","GSM237937","GSM237938","GSM820134","GSM820076","GSM820127","GSM95487","GSM452651","GSM452654","GSM452658","GSM549142","GSM820051","GSM820120","GSM523322","GSM523316","GSM237970","GSM95491","GSM916736","GSM215111","GSM237969","GSM523248","GSM820133","GSM215086","GSM588858","GSM588836","GSM916721","GSM916694","GSM588828","GSM523308","GSM215109","GSM820069","GSM916699","GSM820119","GSM237971","GSM237977","GSM215104","GSM400177","GSM215083","GSM237953","GSM523357","GSM916702","GSM95505","GSM916737","GSM588831","GSM215095","GSM95488","GSM523340","GSM95483","GSM523378","GSM800759","GSM588852","GSM820068","GSM452646","GSM820109","GSM452649","GSM820061","GSM523300","GSM570826","GSM820075","GSM800774","GSM549130","GSM452656","GSM820088","GSM523333","GSM916695","GSM588840","GSM237940","GSM820124","GSM800765","GSM820122","GSM820084","GSM916732","GSM95499","GSM95507","GSM916691","GSM523363","GSM523319","GSM523344","GSM916739","GSM588855","GSM588849","GSM523345","GSM820064","GSM588844","GSM916714","GSM820070","GSM820065","GSM400178","GSM523285","GSM916731","GSM523318","GSM95485","GSM237919","GSM549134","GSM523294","GSM916697","GSM916711","GSM523379","GSM523323","GSM237956","GSM820136","GSM549127","GSM452659","GSM570823","GSM820094","GSM523332","GSM820106","GSM916716","GSM820078","GSM523354","GSM523385","GSM523303","GSM523292","GSM215090","GSM237979","GSM820074","GSM549131","GSM215092","GSM820087","GSM215112","GSM570824","GSM400184","GSM523352","GSM237961","GSM523342","GSM820104","GSM237922","GSM523284","GSM820108","GSM916708","GSM820110","GSM523380","GSM916709","GSM95489","GSM237914","GSM215103","GSM215110","GSM400183","GSM95494","GSM800763","GSM916724","GSM237943","GSM820096","GSM549140","GSM523296","GSM820062","GSM549133","GSM237959","GSM523383","GSM820095","GSM916712","GSM588857","GSM237930","GSM916740","GSM820115","GSM916726","GSM523366","GSM95508","GSM820125","GSM95493","GSM549136","GSM588847","GSM800772","GSM800767","GSM820128","GSM588848","GSM95482","GSM523302","GSM215097","GSM237958","GSM916704","GSM523313","GSM237918","GSM523328","GSM95484","GSM916701","GSM820132","GSM523353","GSM588835","GSM820055","GSM820102","GSM523341","GSM237916","GSM820058","GSM400186","GSM400187","GSM400188","GSM400189","GSM400190","GSM400191","GSM215051","GSM215052","GSM215053","GSM215054","GSM215055","GSM215056","GSM215057","GSM215058","GSM215059","GSM215060","GSM215061","GSM215062","GSM215063","GSM215064","GSM215065","GSM215066","GSM215067","GSM215068","GSM215069","GSM215070","GSM215071","GSM215072","GSM215073","GSM215074","GSM215075","GSM215076","GSM215077","GSM215078","GSM215079","GSM215080","GSM215081","GSM215082","GSM549099","GSM549100","GSM549101","GSM549102","GSM549103","GSM549104","GSM549105","GSM549106","GSM549107","GSM549108","GSM549109","GSM549110","GSM549111","GSM549112","GSM549113","GSM549114","GSM549115","GSM549116","GSM549117","GSM549118","GSM549119","GSM549120","GSM549121","GSM549122","GSM549123","GSM452629","GSM452630","GSM452631","GSM452632","GSM452633","GSM452634","GSM452635","GSM452636","GSM452637","GSM452638","GSM452639","GSM452640","GSM452641","GSM452642","GSM452643","GSM452644","GSM452645","GSM570810","GSM570811","GSM570812","GSM570813","GSM570814","GSM570815","GSM570816","GSM570817","GSM570818","GSM570819","GSM570820","GSM570825","GSM588863","GSM588864","GSM588865","GSM588866","GSM588867","GSM588868","GSM588869","GSM588870","GSM588871","GSM588872","GSM588873","GSM588874","GSM588875","GSM588876","GSM588877","GSM588878","GSM588879","GSM588880","GSM588881","GSM588882","GSM588883","GSM588884","GSM588885","GSM588886","GSM800742","GSM800743","GSM800744","GSM800745","GSM800746","GSM800747","GSM800748","GSM800749","GSM800750","GSM800751","GSM800752","GSM800753","GSM800754","GSM800755","GSM800756","GSM800757","GSM800758","GSM1100477","GSM1100478","GSM1100479","GSM1100480","GSM1100481","GSM1100482","GSM916743","GSM916744","GSM916745","GSM916746","GSM916747","GSM916748","GSM916749","GSM916750","GSM916751","GSM916752","GSM916753","GSM916754","GSM916755","GSM916756","GSM916757","GSM916758","GSM916759","GSM916760","GSM916761","GSM916762","GSM916763","GSM916764","GSM916765","GSM916766","GSM916767","GSM916768","GSM916769","GSM916770","GSM916771","GSM916772","GSM916773","GSM916774","GSM916775","GSM916776","GSM916777","GSM916778","GSM916779","GSM916780","GSM95473","GSM95474","GSM95475","GSM95476","GSM95477","GSM95478","GSM95479","GSM95480","GSM523242","GSM523243","GSM523246","GSM523268","GSM523269","GSM523270","GSM523271","GSM523273","GSM523274","GSM523280","GSM523282","GSM523286","GSM523289","GSM523290","GSM523291","GSM523297","GSM523299","GSM523304","GSM523310","GSM523311","GSM523314","GSM523324","GSM523330","GSM523338","GSM523343","GSM523349","GSM523358","GSM523360","GSM523364","GSM523365","GSM523369","GSM523373","GSM523377","GSM523382","GSM237984","GSM237985","GSM237986","GSM237987","GSM237988","GSM237989","GSM237990","GSM237991","GSM237992","GSM237993","GSM237994","GSM237995"
"DDR1",9.059290677,9.234105283,9.815667579,9.897621842,9.689230091,9.146352646,8.919258815,9.40360022,9.894585461,9.886771435,9.63487962,9.338419564,10.15892422,8.774797442,10.04565585,9.675276336,9.437600919,10.06643085,8.868953277,9.290054258,9.854014519,8.565132128,9.839548278,10.02716323,9.590803569,9.990457748,9.768030405,9.82840955,9.364413654,8.501865762,9.096460888,9.234580365,8.917423764,9.900382437,9.666343576,9.753572742,9.868464285,9.549483687,10.50628486,9.170762724,10.00510547,9.427599299,9.343511918,9.787085481,10.43140826,9.637358652,9.40012664,9.234580336,9.932200986,9.794942198,9.971670496,9.495368776,8.653631311,10.37891314,9.241181893,9.722579599,9.572458,8.590300049,9.839030007,10.1797048,9.849405223,9.572528612,10.70710836,9.834994999,10.39699105,9.755306465,9.486082099,8.996653546,10.04951995,9.269455726,9.096070026,10.50925963,10.18396077,9.724451266,9.838806306,10.00450022,10.28873872,9.927866061,9.693176004,9.903471072,9.255537387,9.823644071,9.624803414,9.264993644,10.11825812,9.380805597,9.399387068,9.667977797,9.070136449,8.982312499,10.06688118,9.564455495,9.59910948,9.805947912,9.712757536,9.41184848,9.234882286,9.603234653,9.879516607,9.234882315,9.611702368,9.66243319,9.411678351,10.01676934,9.537807384,9.26081752,9.696323727,9.729532204,9.69054772,9.555240644,9.569055989,9.820451809,10.27370283,9.97656358,9.270973789,9.555602881,9.850704611,10.18038082,9.784696852,9.900935275,9.843330629,8.606377807,9.770696173,9.911688836,9.74778737,8.256231822,9.9241232,9.071864734,9.831549106,9.704465867,8.887757464,9.28846606,10.23966106,9.67909682,9.563293867,9.555357098,9.190233562,9.918463796,9.733700395,10.09951241,9.655109117,10.00728492,9.763925606,9.798279056,9.79060212,9.347733948,9.197058391,9.835760976,9.530677321,9.020594734,10.0230013,10.38064329,9.901738543,9.000026276,8.994511443,10.04977234,9.928218727,9.884348152,9.271393296,9.709498158,9.545622599,9.461882814,8.972782611,9.212240906,9.644890255,9.31595238,9.553561122,9.449583166,9.754718252,9.837772114,10.0528864,9.864665017,9.339188117,9.908745933,9.195760407,9.97317948,10.06735166,10.31874821,9.727485953,9.54350917,9.700248408,9.804215108,9.515137209,9.638676655,9.705474004,9.70241426,9.803477528,9.350849673,9.986868608,9.616814287,9.206167741,9.680488527,9.216065281,9.332662787,9.288582725,10.01498196,9.441872166,9.85945396,9.689497515,10.42375966,9.496604916,9.944982087,9.882554415,9.533011931,9.763861833,9.540357092,9.584039597,9.625640965,8.873878713,9.020594679,9.72257963,10.23233467,10.13173132,9.296929712,9.316650607,9.210462333,9.770482401,9.84547555,9.822141471,9.238147773,9.878223509,9.05303952,9.751916826,9.84676045,9.90663822,9.717016191,9.501860582,9.624676144,9.60751833,9.367963429,9.310267569,9.870540874,9.477774941,9.624326673,9.790133338,9.671194936,10.15420475,10.17412995,10.01811336,9.742005275,9.614901842,9.475676672,9.865443489,9.660569678,9.593870563,9.438512571,9.846624042,8.893184878,9.684754436,9.560190524,9.471824171,9.468149669,9.629225858,9.5892557,10.06580034,9.903861891,9.92982907,9.769674367,9.326764442,9.738962662,9.787112426,10.0244983,9.468258908,9.632671671,9.813318154,10.00917521,9.987131816,9.860185992,10.28095884,10.08627827,9.931630568,9.878224553,10.07722257,10.43058107,8.657518309,10.0428172,8.059043872,9.862296129,9.949885165,9.948522311,9.799977912,9.638215743,10.03613732,9.789522947,9.727572663,9.862602616,9.77676984,9.923193414,9.752111646,9.643683582,9.657826297,9.697931454,9.690341677,10.01633913,10.02430101,10.00495844,9.993978357,10.24373667,9.854830675,10.00960197,9.653261151,9.725440181,9.643327523,9.669297059,8.116099578,9.887304955,10.00563649,9.943560869,9.756645356,9.518771344,9.69656014,9.126970517,9.601876027,8.927998386,9.604990085,9.642622294,9.83484078,9.801325957,10.01781443,10.05688304,10.13895026,9.552411192,9.468843483,9.548586906,9.264061478,9.721159918,9.449522269,8.69179609,9.097629976,9.657770888,9.16237698,9.254436152,9.030239812,9.475993458,9.418071911,9.177971817,9.638892673,9.927661804,9.621744345,9.255645723,9.612404093,9.478306051,9.692636393,9.611920065,9.649163321,9.985317995,9.847164375,10.02430107,10.0049585,9.99397841,10.24373676,9.854830712,10.00960202,9.653261163,9.725440202,9.643327533,9.669297073,8.116099401,9.887304995,10.00563654,9.943560916,9.75664538,9.518771339,9.696560157,9.530356807,9.464840839,9.812873155,9.786361246,9.608489235,9.534947506,8.97439567,9.970978183,9.289501209,9.68149174,9.406433829,9.42868642,9.744459842,9.623703602,10.09154144,9.795172325,9.745820699,10.04353691,9.575626347,9.950400447,9.861501487,10.21081849,9.742616446,10.10942564,9.649949353,9.564490819,9.856861104,9.986725338,9.735800413,9.701374072,9.563452867,9.745954385,10.128006,9.815369924,9.864641582,9.829309973,9.966722815,9.772913614,9.91384269,9.233697825,10.16412562,9.391374225,9.64671771,9.829935216,9.681027439,9.921282138,9.657945689,9.457275359,9.337055573,9.747178721,10.12076383,9.640256124,9.333329038,8.952625974,8.983130944,8.681671685,8.595694617,8.714312419,8.995299258,9.19873398,9.083457436,8.70969894,9.604971562,10.0571992,9.015439797,10.16902904,9.701683378,9.469778554,10.12374931,9.883989498,9.059647013,9.997626954,9.994092023,9.727316396,9.987629645,9.868804592,9.842104789,9.706176296,9.522245121,10.22964457,9.873684211,10.01102377,9.99912801,10.02527701,10.2103235,9.829415847,9.776214673,9.583581603,9.338673345,9.765116316,9.594617879,9.729484607,9.91569673,9.843597572,9.689743566,9.286360613,9.374883159,9.522269887
"RFC2",7.475045986,7.048630794,6.661098388,6.569578863,7.260900045,6.876166974,7.210974322,6.573203835,7.517910073,6.036539315,7.118849978,6.135360509,6.710392264,7.778305758,6.648998309,7.063305465,6.566081219,6.314328939,7.607520293,7.524429349,7.236075103,6.050681925,7.590726549,7.356372543,7.873901808,7.940357357,7.465727628,7.045864756,7.032630038,7.0936131,6.86201572,7.662657471,5.830801819,8.295116649,7.349196833,6.947468592,7.163498717,7.426550719,6.678012162,7.274124533,6.997838094,7.492460362,7.507646646,6.435752277,5.634009821,6.880032937,7.152564685,7.662657645,6.074394038,6.661724465,6.787142654,6.87556297,7.400206969,5.786701233,7.044624412,7.234772892,6.594884196,5.97503596,7.208562655,6.686859757,6.326896299,6.596270046,7.175356234,6.848423948,7.740402477,6.919283433,6.767618668,5.89237814,7.180824718,7.637772018,6.441495674,6.618739072,6.042547025,6.510639683,7.012395632,7.10186489,6.43590709,5.324770579,6.027361886,6.806681846,8.154025368,6.919558905,7.558387167,6.090380302,7.06457223,7.001531449,7.513488905,7.61484914,7.122212966,6.825754573,7.003000521,6.868239686,7.551379383,7.417712906,6.833713169,7.620949386,6.771142325,6.469505382,7.561263526,6.771142358,5.894480431,6.08227942,6.290448752,6.782272973,7.207272242,7.686626777,7.143085188,7.142303654,7.249810495,6.772450667,7.452220139,7.00302839,6.61006164,6.89370544,7.640030436,7.334211012,7.532837054,6.189412067,7.892900201,6.524017814,7.096636741,7.357009361,6.942057778,6.620464532,7.287353446,6.911167959,6.514503912,8.059855519,7.33262155,7.540580869,7.273305382,7.560629976,7.489159334,6.875634727,6.496451098,7.042226024,7.385856033,7.159920995,6.766096636,6.897578974,7.308692554,6.985668716,6.219932881,6.486325399,6.883358386,7.15314234,7.546712705,7.061935909,6.263468632,7.711795364,6.20469614,6.367422473,7.452765715,6.7664667,7.325984178,7.331060853,7.029691833,7.027291809,6.495116967,7.051348855,7.430963757,7.192076434,6.4740992,7.094526078,7.421980362,6.813488618,7.394937038,6.376610953,7.406727695,7.124945769,7.007548791,6.879500899,6.338342736,6.127545115,6.995239725,6.73159161,6.216110495,7.060419887,7.925717646,7.074290461,7.492183815,7.321129976,6.711802822,7.157553379,6.811036464,6.86807413,7.087043945,7.102536583,6.829341737,6.963398832,7.790623993,6.312315693,7.251747052,7.492895972,7.485154058,6.28489939,7.204684127,6.733812149,6.658123317,7.177945341,7.056603361,7.040522144,7.736701613,6.709644744,6.282545904,7.630263372,7.191220833,7.325629581,6.34763306,7.71179555,7.234772967,6.990076509,7.596924769,7.740495584,7.739550354,7.168229315,7.270540915,6.257690693,7.504044518,6.15579726,6.805744226,6.751946144,6.601587831,6.718557479,6.774643475,6.899551797,7.431976148,7.004878273,7.250599468,5.869456225,6.700879458,6.364459515,6.666592214,5.966156588,6.863497968,6.337647534,6.454910161,5.895600161,6.050318997,5.832871928,5.412358444,6.145070585,5.743769108,6.079757328,6.272375535,6.088205346,5.750550923,6.053145484,6.427064906,6.058413214,6.486335457,6.134959441,5.961363124,6.327827999,6.046107639,6.189848133,5.692137351,5.720498832,6.875905841,5.705537801,5.880399441,6.202344448,5.855045672,5.759437341,5.467460694,5.962829783,6.196095256,6.205205404,5.849936984,6.147460611,6.12254538,5.903942428,6.005287079,5.40080234,5.960337231,6.060331131,6.664938918,6.074020022,5.898462054,5.666725367,6.606376105,6.519220564,6.497645212,6.227768221,6.060825268,6.504713076,6.636336792,5.840494875,6.000030748,5.493607218,6.499941846,6.126707643,6.258819076,5.631954664,5.274583835,5.64098216,6.323264291,6.028361219,6.610810344,6.10542223,6.250237327,6.809769892,5.67636172,6.472292407,6.324293495,5.751737636,5.872311913,6.025804509,6.067672836,6.91856379,6.447798377,6.234670743,6.488348675,6.514454701,6.388673001,6.314494477,6.420889873,6.570168664,6.676653379,6.567090935,6.513358366,6.366210516,6.719729473,6.454361274,6.820758167,6.437533385,6.573691581,6.367771819,6.402081056,6.005169219,6.909476479,7.165560976,7.794323948,6.476852742,6.897031142,6.910801473,5.602596161,6.264404958,5.693173708,6.45206149,6.655984691,6.160448425,6.052117304,5.992711516,5.993616308,6.084416714,6.311452975,5.274583632,5.640982043,6.323264333,6.028361192,6.610810452,6.10542222,6.250237352,6.809770047,5.676361611,6.472292483,6.324293537,5.751737545,5.87231185,6.025804482,6.067672818,6.918563969,6.447798448,6.582413549,6.307415417,6.231334067,6.392005566,6.114264377,6.74268897,5.91879927,6.484239502,7.03849028,5.830671734,6.286828598,6.680462439,6.108821722,6.672762171,5.705133764,6.253986649,5.881754901,6.009745309,6.013665553,6.205975855,6.662405668,5.649934976,6.248228423,6.318949372,6.257870855,6.53327461,6.445554115,6.168235412,6.433142153,6.315699611,6.768624175,6.095965506,5.915366104,6.22262387,6.497608327,6.185882496,6.514154268,6.205230783,5.932988884,6.209519002,6.265915851,6.080892692,6.670736878,6.514026504,6.617318141,6.26844066,6.243245183,6.611971357,6.588624689,6.238253379,5.885800286,6.149805046,5.407679968,5.543088378,5.00513858,6.116694657,6.242371984,5.709843611,5.939141457,5.372911242,4.836894392,5.947045419,6.907876132,5.842756208,6.79921149,5.841346363,6.538452127,6.809351178,6.100320483,6.332811479,6.183350002,6.765594082,6.14884354,6.795668862,6.731697884,5.983118903,6.668782595,6.688112741,7.138405396,6.171592185,6.335318611,6.32022548,6.108393894,5.713587085,6.022013863,6.759771264,5.687334718,6.611332999,6.27726211,5.032191202,5.583839704,6.113431852,6.030974011,5.91805214,5.919370613,6.072111555,6.480874757,6.039480967
"HSPA6",6.339265486,5.97002494,5.483045068,5.103760174,7.357468479,5.904214428,5.641598018,6.128118986,7.514244553,5.378262966,5.242814529,5.89169993,5.343809498,5.840567007,6.336616623,6.057155924,5.279925351,5.915937066,6.60485183,5.339630766,6.136468844,6.253415028,5.605551326,5.531315833,5.448995516,5.701126308,5.737933303,5.870294983,5.23316632,6.920630291,5.873296666,5.506120746,5.612188395,5.116704508,5.940007323,5.59817945,5.481063296,5.732560087,5.603903707,5.654359807,5.473993393,5.556439903,5.538157201,5.381049042,7.11563242,5.808433931,5.744252738,5.506131679,5.869213941,6.062685184,5.885837574,6.249891369,6.140391572,5.781141195,5.620673563,5.675759371,6.484465885,6.288620842,6.291637266,5.442586127,5.666782129,5.614815758,5.906678241,5.523752896,7.601960104,5.810689556,5.863267727,5.278237737,6.176342363,5.728730647,6.090824953,6.283270252,5.736454262,5.144543168,5.636672968,5.719496025,5.070810532,5.33338847,6.039226305,5.484519119,6.022125911,4.779919746,5.252561215,5.672946869,5.940170909,5.948182265,6.055778282,6.20082233,5.945685901,8.632078587,5.410976388,5.472123328,6.206974206,5.56316516,5.688863323,5.715679176,5.442414409,5.906844867,5.706889468,5.442417972,5.962269133,5.597364727,6.01220748,7.431103573,5.59136362,5.934213205,5.697685628,5.421179168,5.469205253,5.991961744,5.619967529,5.347005835,5.256204518,5.796801407,5.711503433,5.512926428,6.039986068,5.744580857,6.030627843,5.083824789,5.450595465,6.001660969,5.652588754,5.598625602,6.499286145,5.934086293,5.414250226,6.070120626,5.596817866,5.649620202,4.989464983,5.332293282,5.430246964,6.087688262,5.305186278,5.771271731,6.205234624,6.154473751,5.331452592,5.897799811,5.650181617,5.290989661,5.123412006,5.301672049,6.527358114,6.666661325,6.196481835,6.016163638,6.246038158,5.889007337,5.056444244,5.894933349,6.186552609,5.594205206,5.545077365,5.745689002,5.620832394,6.036084127,5.738958033,5.832480698,5.818268258,5.126134161,5.492201004,5.589300504,5.51698989,5.570007902,5.917152198,5.902606938,6.099885679,5.494718346,5.813398337,5.677756197,7.821036041,5.787397295,5.996623129,5.284945002,5.430913077,5.518213633,6.030663899,5.343564843,5.242914796,5.542194659,5.21426456,5.232115199,6.129132744,5.400620477,5.46855497,5.875261701,5.818568527,6.166498939,5.462709633,6.06203613,5.795095337,7.222237583,7.107066028,5.676506066,5.449932563,5.210798462,6.165892285,5.990043402,5.612340512,5.388998591,6.3678433,5.792411017,5.858269864,5.728663577,5.269561862,5.42189397,6.693175397,5.88900429,5.675756077,6.798148623,6.300844773,5.651271728,5.53954196,5.713015781,6.058221304,5.684004056,5.610384057,5.761943524,5.437837635,5.790638028,5.29148406,5.664928352,5.755804799,5.710069749,6.608155556,7.484333545,5.553895967,5.596717254,5.655752708,5.608100204,5.812845278,5.351237319,5.371773297,5.693636549,5.888093121,6.385476412,5.369073634,5.842258512,5.533324525,5.454467436,5.811042155,6.0413883,5.9327876,5.863515327,5.986626258,5.024591237,5.596775829,7.536483229,5.736038704,5.71578135,5.232326814,6.362163102,5.570215071,5.518626201,5.474074881,5.362175561,5.470737349,5.671810192,5.786122896,5.662211639,5.529635046,5.328224645,5.58641273,5.49394084,5.665230392,5.756456097,5.610815019,5.883607051,6.166761426,5.837224834,5.758936485,5.659317981,5.807269183,5.633626767,5.868069467,5.72997861,5.69749375,5.760224446,5.689819402,7.489142863,5.620224175,5.279801473,5.573586042,5.592180746,5.537282294,5.662945098,5.40856743,5.333786784,5.917688994,5.634072307,5.391077385,5.628193974,5.228503273,5.591474798,5.873145748,5.678474,5.145752614,5.93891828,5.721151313,5.950798217,5.70665058,5.788083576,6.026557743,5.628749207,5.58983464,5.799728344,5.667887909,5.506141545,7.317749549,5.68478891,5.752535425,5.677557412,5.815727303,5.820244666,5.784017553,5.78470213,6.069054265,5.71021592,5.932321364,6.115801988,6.280407183,5.882945876,5.701099118,5.606852406,5.993008943,5.579784158,5.720612272,6.138212214,5.588969189,7.350083372,5.94433827,5.409207732,5.629741849,5.297839888,5.557667283,5.38989118,5.836706728,5.830836241,5.779015619,5.669907241,5.619531015,6.977793736,5.558832471,5.684915566,5.408961876,5.228513869,5.591474376,5.873144691,5.678473406,5.145749201,5.938915588,5.721150501,5.950795506,5.706656266,5.788081281,6.026565749,5.628746416,5.589866874,5.799725565,5.667885715,5.506138333,7.317748413,6.079436616,5.535881239,5.70728219,5.720216471,5.619853615,5.915480895,5.72517773,5.74183718,5.836459123,5.865955434,5.301278721,5.657539439,5.607406328,5.629528855,5.280965244,5.468453486,5.496783579,5.574489152,5.596317939,5.279549585,5.532753821,5.607362241,5.575388282,5.456366206,5.624705629,5.664265905,5.486077243,5.772524479,5.532742566,5.514303912,5.591368053,5.59304114,5.640364916,5.594549385,5.667249576,5.711304586,5.643386516,5.592874526,6.160646398,5.8941838,5.420313622,5.645584351,5.644421704,5.689727237,5.387343123,5.487183826,5.660357032,5.800604719,6.060822157,5.656664401,5.732013832,5.296247511,5.377024508,5.462424674,5.186896085,5.321995451,5.228940548,5.307305411,5.211812222,5.200989426,5.536234492,5.203764305,5.869945894,5.452631493,5.60261423,5.783771981,5.887403953,5.762194005,5.384311362,6.082812698,6.142037841,5.509414254,5.402631051,5.392445931,5.630662631,5.846639288,5.893937454,6.928595624,6.0045911,5.280531038,5.364342019,5.401378376,5.450863818,5.160033397,5.71034195,5.8365166,5.568970453,5.541118487,5.807795337,6.110015717,5.865124251,6.118844935,5.905924364,5.915071123,6.225113213,5.891149959,5.814483127,5.698995207
"PAX8",8.109065111,7.956137442,8.473911892,7.612454071,7.892867718,8.015961076,8.107029578,7.989427302,7.667209362,8.078783473,7.676811847,8.031391888,8.422809222,7.87611443,7.741880822,7.535524236,8.138715491,7.935656223,8.570449872,7.525351851,8.355081092,7.777966568,7.729562258,8.065338033,8.024550875,8.153543556,7.95285432,8.002001533,7.911012564,8.036790458,7.863338757,7.922720725,8.12129698,7.445227757,7.969138839,7.52164526,7.813186544,7.6706688,8.371837929,7.605605786,7.524438599,7.733424832,7.657883092,7.797484796,8.224212992,7.802900636,7.632092156,7.922720735,7.955434773,7.914896517,8.040583137,8.052507976,7.591634912,8.012907426,7.470461802,7.874644861,8.02698236,7.78707075,7.826573764,7.809267254,7.732418731,8.032974088,8.246297032,8.158408503,7.462215943,7.641700108,8.250338078,8.203091103,7.873676523,7.857146657,7.88993711,7.977490266,8.055631946,8.223654508,7.660487296,8.026209528,7.928091875,8.123954851,7.97953171,8.286033061,8.122873077,7.327158851,8.201733134,7.906396174,8.205860012,8.296096239,7.533981372,7.98501944,7.292726958,7.723955764,7.942527755,7.5063489,7.609012761,7.580018727,7.639183303,7.700162236,7.851980161,7.920783331,8.187937799,7.851980163,7.680133593,8.094295713,7.776326605,7.576780223,7.46583018,7.944817602,7.872996973,8.101108281,7.950810812,8.092504105,7.6094334,8.189731848,7.909956832,7.391526581,7.789915791,7.784795808,7.978657522,7.600337264,7.91248298,8.287283934,8.13242646,8.114762229,7.766349273,8.195171319,7.732784173,7.432262609,7.936578702,7.875607079,7.653016547,7.701714433,7.819581786,7.557443118,8.528675656,7.695427592,7.724255432,7.801600295,7.870204266,7.678455203,7.70031534,8.032787194,7.875576574,7.745358632,8.134187833,7.983526738,7.995554487,7.509559192,8.04651464,7.851372987,7.798739457,7.974218545,8.002598843,8.010711145,8.552061307,7.701384278,8.01599621,8.103741126,8.030910005,8.153008689,7.703753876,8.058356588,8.320615343,7.5678432,7.821759256,7.505560109,7.919842453,8.10078786,7.565260614,7.744339591,7.895565384,7.6095319,8.468673918,8.251925299,8.22421803,7.685775782,8.379604336,8.136671522,7.590623619,8.140180933,7.699586514,7.954685558,8.007589806,8.004010798,7.778185871,8.121819024,8.158219329,7.731032286,8.121001766,7.666178391,7.641046497,7.953400076,7.919588466,7.824874638,7.577893892,7.635307409,7.150702233,8.754426838,7.724175109,7.92487205,7.797035704,8.353325178,7.688156117,8.195785148,7.625242576,7.946865493,7.831302991,8.024062755,7.90859927,7.945304029,8.090250793,7.974218564,7.874644863,7.685820818,9.551669813,8.147151009,8.128284612,8.187079511,8.055805895,8.106054934,7.876230971,8.148424071,7.875593332,8.202211318,8.153832472,7.889181892,7.349431828,7.80323,7.721764228,9.53534172,7.95862953,8.219909763,7.681070732,7.898439934,7.769215951,7.690384551,8.005137994,8.129607409,8.228330639,8.464070352,7.952756687,7.86826133,7.979787309,7.899755185,8.114344616,7.945609209,8.077093911,8.147190969,8.050472956,7.758125722,7.521886748,7.731176936,8.140142252,7.95612208,7.959222802,8.203911977,8.359644361,7.80674552,8.084497836,7.809486145,8.066649209,7.871125456,8.04496388,7.946962863,8.368189268,8.105037251,8.156740651,7.801806718,7.795278348,7.721972205,8.232749003,8.314853142,8.059917589,7.738005827,7.861713486,8.771789314,7.677344474,8.422362182,7.409737899,8.349020153,8.216216112,7.90578894,8.111568974,7.541715041,8.22524757,8.017591424,8.179325921,7.988139583,8.032974258,7.731769763,7.737051465,7.928534265,7.99623466,8.504546504,8.21059032,7.906110443,7.859995523,7.77160941,8.210295243,8.08732392,8.292498226,8.434395977,8.416569993,7.406999197,8.169820573,8.172391738,7.83462173,7.689314372,8.351026479,8.185217793,7.859079509,8.361317176,7.501689222,8.216950306,7.874912429,7.804952928,7.873509458,8.038837872,7.911449019,8.092934755,7.861290639,8.400132563,7.678103953,8.372338473,8.128743717,7.896971543,7.858712543,7.86933405,7.969680321,7.730297038,8.208247626,8.121358001,7.87588388,7.699371962,8.639082061,7.908365838,7.679764108,7.813190439,8.180341057,8.157155944,7.960677057,7.752074385,7.96719372,7.825866976,7.858031602,7.868351438,7.932980218,7.917380098,7.908446506,7.859995507,7.771609379,8.210295287,8.087323943,8.292498284,8.434396059,8.416570073,7.406999103,8.16982061,8.172391776,7.834621709,7.689314326,8.351026547,8.185217832,7.859079492,8.361317246,7.501689144,7.939358909,7.645768615,7.896164679,8.067700153,7.928996662,7.622019848,7.693109589,7.664532933,7.500136858,7.888928928,7.957074597,7.696734612,7.851584016,7.869250367,7.851761968,7.832874557,7.70099357,8.135950703,7.941246644,8.190844833,8.192594302,8.252483646,8.042372768,8.342156266,8.153611461,8.124236023,8.250757581,8.342992836,7.731140343,8.15065867,8.360405808,8.148290783,8.129845552,8.365490187,8.026214189,8.222411248,8.52653379,8.405141589,7.737371589,7.74694491,8.054746338,7.833628609,7.778053186,8.15142277,7.958270354,8.215280474,7.834371637,7.771183485,7.601799875,7.989195005,8.196553339,7.713848351,8.30431352,8.19960049,8.431472304,8.044345623,8.040431834,8.223802765,8.208368997,8.349516547,8.60490541,8.236573391,7.889614492,7.692806346,7.606052681,7.895912385,7.951952116,7.609352435,7.817455976,8.136809547,8.026223494,7.600449065,8.146830007,7.52625369,7.909456642,7.799165474,7.88402896,7.951831424,7.87103683,7.955776554,7.987945803,7.941176251,7.886300001,7.814504367,7.932406306,7.943319316,8.02026281,7.790253721,7.929438363,8.175581257,8.03791418,8.109726927,8.180320045,7.977082709,8.321166537,7.793908236,7.808248394,8.173647541
