"","logFC","AveExpr","t","P.Value","adj.P.Val","B","threshold"
"PRCC",0.430093469509305,4.85042977562575,1.46136110819813,0.178343339515223,0.999950192382521,-4.53479783938785,"No"
"PROCR",0.305773399908528,3.54960840239314,1.46074875219199,0.178507238010906,0.999950192382521,-4.53489061217418,"No"
"BRD3",0.375290655562936,4.87792564830896,1.46039901743351,0.178600904355043,0.999950192382521,-4.53494359275857,"No"
"PGC",0.40306953734873,3.61076324414332,1.45997893567982,0.178713467865163,0.999950192382521,-4.53500722551998,"No"
"KLHL2",-0.702974614104969,4.56022046465994,-1.45984271696178,0.1787499818185,0.999950192382521,-4.53502785846958,"No"
"MUC3B",-0.740158130039202,6.33730197461034,-1.45922238513309,0.178916346579774,0.999950192382521,-4.53512181307093,"No"
"EPHB6",-0.45378340245732,3.98282328797326,-1.45898162358431,0.178980952050365,0.999950192382521,-4.53515827556027,"No"
"MSTO1",0.566294596423957,6.01164996793135,1.45876370671176,0.179039444990822,0.999950192382521,-4.53519127689321,"No"
"SLC1A3",0.563125210289982,5.48669716285379,1.45864832341198,0.179070422772948,0.999950192382521,-4.53520874999797,"No"
"C8A",-1.47291994100342,7.93954243555542,-1.45811427363159,0.179213863920981,0.999950192382521,-4.53528961908457,"Downregulated"
"WDR82",-0.503511371427891,6.79300783005504,-1.45794203153402,0.179260148049277,0.999950192382521,-4.53531569931592,"No"
"SAT2",-0.610875818642932,6.25056169635499,-1.45757378334717,0.179359137069749,0.999950192382521,-4.53537145521042,"No"
"CTDSPL",-0.32966957501493,5.14415776402529,-1.45736919650217,0.179414152803725,0.999950192382521,-4.53540242972982,"No"
"CRTC1",-0.249240178153231,5.01583899530147,-1.45726502348611,0.17944217177492,0.999950192382521,-4.5354182011042,"No"
"ABL2",0.596243037068894,5.76909711446772,1.45719097621969,0.179462090274437,0.999950192382521,-4.53542941137426,"No"
"ZFP62",0.429539507221066,5.50955858323738,1.45684884165158,0.179554148542708,0.999950192382521,-4.53548120627924,"No"
"SLCO2B1",-0.491314136652194,6.17973684520753,-1.45681548911428,0.179563124926291,0.999950192382521,-4.53548625525927,"No"
"CSF2RA",0.30553547227944,3.84667577962982,1.45630533101635,0.179700475892694,0.999950192382521,-4.53556348016274,"No"
"COX4I1",-0.389990417465736,6.2095730826643,-1.45607196818459,0.179763335232195,0.999950192382521,-4.53559880286311,"No"
"ARG2",-0.43563081941522,4.24713141124856,-1.45424491444892,0.180256139662836,0.999950192382521,-4.53587529901221,"No"
"BUD23",0.502932007138923,4.37655462513495,1.45366215870885,0.180413571933661,0.999950192382521,-4.53596346990521,"No"
"CRYBB3",0.298455795657557,4.86646852571967,1.453275116763,0.180518198118903,0.999950192382521,-4.53602202392331,"No"
"DMAC2L",-0.371067506156833,4.72246635159595,-1.45311049466216,0.180562715231894,0.999950192382521,-4.53604692763135,"No"
"BMS1P18",0.357073338393704,4.36493665798567,1.45303732415911,0.180582505074719,0.999950192382521,-4.53605799647074,"No"
"ADGRA3",-0.897865362930826,5.30013851957668,-1.45278130185278,0.180651764276857,0.999950192382521,-4.53609672493108,"No"
"SNED1",-0.514089288872317,4.74803288030646,-1.45259108696582,0.180703236241279,0.999950192382521,-4.53612549748797,"No"
"LILRB1",0.332038627589403,4.63838264864916,1.45247430499029,0.180734843666606,0.999950192382521,-4.5361431618133,"No"
"DIP2C-AS2",0.281954714836268,4.42663122716504,1.45206025725228,0.18084694589639,0.999950192382521,-4.53620578708814,"No"
"ALS2CL",0.33402392507613,4.74748412147389,1.45202687267121,0.180855987316062,0.999950192382521,-4.5362108363349,"No"
"ECHS1",-0.774224675560045,9.81815231698106,-1.45164324948469,0.180959910819098,0.999950192382521,-4.53626885506183,"No"
"SAP130",-0.316635081170046,4.81708698058472,-1.45141165769653,0.181022674222804,0.999950192382521,-4.53630387867379,"No"
"KPNB1",0.526911442445915,6.98095363660878,1.45085462386849,0.181173712991974,0.999950192382521,-4.53638811249896,"No"
"ZDHHC13",0.421976935835663,3.95127409890124,1.45083936501557,0.181177851949191,0.999950192382521,-4.53639041979327,"No"
"PDLIM4",0.417543737903342,4.77776936438043,1.45077731874688,0.181194682821554,0.999950192382521,-4.53639980175282,"No"
"VNN1",-1.4380550254834,6.89270934817952,-1.45032595059839,0.181317163435397,0.999950192382521,-4.53646804935163,"Downregulated"
"TSSC4",0.286344921459064,5.56140104221181,1.45025939955326,0.181335228439525,0.999950192382521,-4.536478111477,"No"
"MAGI2-AS3",-0.764566609600252,4.12819606640351,-1.44987293446151,0.18144016378607,0.999950192382521,-4.53653654017135,"No"
"RPL32P3",0.394027297999886,5.46704951179616,1.44950633965273,0.181539752737108,0.999950192382521,-4.53659196070659,"No"
"ALDH18A1",0.613271099030887,4.07331075249807,1.44927261532098,0.181603271027313,0.999950192382521,-4.53662729229698,"No"
"DHRS4",-0.624892651464279,3.91354213164228,-1.44892960639792,0.18169652420031,0.999950192382521,-4.53667914131002,"No"
"ERAL1",0.318119757300592,5.86451228671203,1.4486331787946,0.181777147004903,0.999950192382521,-4.53672394635078,"No"
"ACSL1",-1.03508188438266,8.26573147219506,-1.44798740786961,0.181952892619503,0.999950192382521,-4.53682154574232,"Downregulated"
"COG6",0.472234777367373,4.64391871278052,1.44795376069773,0.181962053703864,0.999950192382521,-4.53682663071462,"No"
"DENND3",0.413716160581144,4.30805442268438,1.4479142888919,0.181972801168051,0.999950192382521,-4.53683259589994,"No"
"ZFR",0.472100555759582,6.34320213617964,1.447588428174,0.182061548319129,0.999950192382521,-4.53688183992649,"No"
"RTN1",0.303062460455845,4.57481738593926,1.44709071242035,0.18219717241675,0.999950192382521,-4.53695704864466,"No"
"AKR7A3",-0.76224338963489,6.10955094174223,-1.44695632723976,0.182233806531138,0.999950192382521,-4.53697735404139,"No"
"PDK1",0.655011672735731,4.82299500382086,1.44692941028278,0.182241145007731,0.999950192382521,-4.53698142108887,"No"
"IL23A",-0.277233296807693,5.5052369941707,-1.44684949337956,0.182262934585969,0.999950192382521,-4.53699349609641,"No"
"SARM1",-0.374839775184834,4.56351442781952,-1.4468312101404,0.182267919883682,0.999950192382521,-4.53699625856756,"No"
"WBP1L",0.341119482258587,7.17681410562843,1.44668906839691,0.182306681776893,0.999950192382521,-4.53701773486759,"No"
"SPARC",0.669796553297944,6.54697870469166,1.4457898481529,0.182552064506991,0.999950192382521,-4.53715358491433,"No"
"METTL5",0.673663641109506,5.31978291882648,1.44564189394016,0.182592466368474,0.999950192382521,-4.53717593486835,"No"
"EIF3F",-0.263307461494459,7.8243569987295,-1.44516698720169,0.18272220176619,0.999950192382521,-4.53724766987833,"No"
"CCT5",0.292211549016801,5.22886118481507,1.44489979892439,0.182795227738186,0.999950192382521,-4.53728802592944,"No"
"USP16",-0.385921723468098,6.17418086041413,-1.44448612809712,0.182908339377377,0.999950192382521,-4.53735050249619,"No"
"CLDN6",-0.302873441819925,4.29656361760853,-1.4444516487126,0.182917769960822,0.999950192382521,-4.53735570967702,"No"
"SPG7",-0.246428198934466,5.58990706938575,-1.44399856546968,0.183041733751126,0.999950192382521,-4.53742413239895,"No"
"FNBP1",-0.370310229572282,6.29034279915448,-1.44364493588537,0.183138537768298,0.999950192382521,-4.53747753181075,"No"
"HMG20B",0.311143945753559,4.85697967433178,1.44361451661298,0.18314686694569,0.999950192382521,-4.53748212506284,"No"
"SAA4",-1.5361656572857,8.28129171650351,-1.44348036851486,0.183183602305806,0.999950192382521,-4.53750238084125,"Downregulated"
"FABP5",0.593105360298532,6.28093126646771,1.44314847195031,0.183274517023128,0.999950192382521,-4.53755249347413,"No"
"GC",-0.816750939558245,10.3196184824249,-1.44290887726584,0.183340172360121,0.999950192382521,-4.53758866752572,"No"
"NUTM2B-AS1",-0.550402461433161,5.80173511886889,-1.44270733280099,0.183395416767622,0.999950192382521,-4.53761909542219,"No"
"ITM2C",0.489573415281305,6.47363385988965,1.44269796099212,0.183397985982515,0.999950192382521,-4.53762051028856,"No"
"LIMD1-AS1",-0.349319236253868,4.08091609577966,-1.44220971217944,0.183531879246601,0.999950192382521,-4.53769421781339,"No"
"LRCH3",0.277243152052025,5.20387802355585,1.44185934711685,0.183628012823438,0.999950192382521,-4.53774710559751,"No"
"LINC00906",0.285059879090137,4.14421776088062,1.44167862038055,0.183677617958994,0.999950192382521,-4.53777438495419,"No"
"SLC12A8",0.527612795213931,5.26528006326473,1.44155635835471,0.183711182549181,0.999950192382521,-4.53779283894307,"No"
"GRAMD1A",0.349169055792154,5.13386588446028,1.44129990997369,0.183781602645926,0.999950192382521,-4.53783154530064,"No"
"ATG13",0.252944087352931,5.32195034278984,1.44064642891624,0.183961153081825,0.999950192382521,-4.53793016781627,"No"
"LBX1",0.34583082769338,3.48427872632535,1.44057384489033,0.183981105676342,0.999950192382521,-4.53794112131228,"No"
"L3MBTL1",0.278140812639806,4.61123496793564,1.44024126972435,0.184072551200002,0.999950192382521,-4.53799130747503,"No"
"UBE2L6",-0.412597395166465,6.67833565630804,-1.43979175359567,0.184196213847715,0.999950192382521,-4.5380591349399,"No"
"MNDA",0.552746600956408,3.99020102664876,1.43931411308764,0.184327692702828,0.999950192382521,-4.53813119941846,"No"
"ZFYVE21",-0.378137366221497,4.55753226634409,-1.43859075277742,0.184526965539034,0.999950192382521,-4.53824032399883,"No"
"TRAPPC2",-0.275081457362713,5.55153796666396,-1.43802032574782,0.184684240013258,0.999950192382521,-4.53832636623163,"No"
"CAMLG",0.254371746402404,6.33240898027499,1.43793783065892,0.184706994668329,0.999950192382521,-4.53833880883319,"No"
"DTWD2",-0.331584925345852,4.182833615196,-1.43791674221204,0.184712811894504,0.999950192382521,-4.5383419895366,"No"
"CPNE7",0.315317188784854,5.66608869349525,1.43787770043298,0.18472358194895,0.999950192382521,-4.53834787804844,"No"
"DROSHA",0.786786797028496,7.03525370406138,1.43762751902812,0.184792609876121,0.999950192382521,-4.53838561078903,"No"
"FLCN",-0.329733540989051,6.12734113857166,-1.43761608996861,0.184795763820404,0.999950192382521,-4.53838733449184,"No"
"ALOX5",-0.693928097732861,3.96233170820753,-1.43683822425715,0.185010532304888,0.999950192382521,-4.53850464097097,"No"
"VPS53",-0.237245559974554,4.53738857459504,-1.43676510263049,0.18503073231028,0.999950192382521,-4.53851566717329,"No"
"IFFO1",0.232428617080838,5.48547501697571,1.4366952945682,0.185050018724246,0.999950192382521,-4.53852619356268,"No"
"PIK3IP1",0.333934822280574,4.07203290277044,1.43651534441555,0.185099743000325,0.999950192382521,-4.53855332764366,"No"
"MMACHC",-0.790220732749342,5.13378202728147,-1.43594079875219,0.185258580593674,0.999950192382521,-4.53863995485515,"No"
"MYL4",0.239060508680828,3.68567871100818,1.43548857728746,0.185383683970771,0.999950192382521,-4.53870813153215,"No"
"LAMP2",-0.554258918236486,5.56937242165575,-1.43460281364198,0.185628935868467,0.999950192382521,-4.53884165068664,"No"
"ATPSCKMT",-0.398543815946553,5.71681374728738,-1.43445381050038,0.185670219809958,0.999950192382521,-4.53886410891474,"No"
"STAM2",-0.370200974966737,6.67155860258339,-1.43364785233212,0.185893662907539,0.999950192382521,-4.53898557368638,"No"
"LINC02535",0.744231618940602,4.37000034514146,1.43359451924187,0.185908457156121,0.999950192382521,-4.53899361073405,"No"
"ATP4B",0.265894416941489,4.08967953472145,1.4335765425507,0.185913444002382,0.999950192382521,-4.53899631971775,"No"
"KLHL17",-0.314854622979734,5.02047380563278,-1.4332970990531,0.185990978305847,0.999950192382521,-4.53903842896309,"No"
"LINC00265",0.313537204533188,6.2992232448047,1.4327957580922,0.186130150561361,0.999950192382521,-4.53911396983487,"No"
"ASCC2",0.393693722487035,5.10931606959266,1.43276496735828,0.186138701014878,0.999950192382521,-4.53911860905744,"No"
"PHC2",-0.315371777833161,5.95835393263429,-1.43267843050017,0.186162733751328,0.999950192382521,-4.53913164736066,"No"
"TRNT1",-0.293414274260113,4.38289449370011,-1.4317208526441,0.186428849002974,0.999950192382521,-4.53927590791031,"No"
"ABCF2-H2BK1",0.34060087699575,7.18023815686986,1.43163641872154,0.186452329404164,0.999950192382521,-4.5392886266483,"No"
"GLI4",0.381339145293828,7.49443878645478,1.4308217737787,0.186679007518213,0.999950192382521,-4.5394113296739,"No"
"TUT7",-0.600173919575932,6.65979984866948,-1.43079714111083,0.186685865376031,0.999950192382521,-4.53941503956224,"No"
"AMDHD2",0.228880952727712,5.75159262725062,1.42991966261861,0.18693030237406,0.999950192382521,-4.53954718295717,"No"
"MTERF2",0.472275422428917,6.03574692999703,1.42987344189817,0.186943185658317,0.999950192382521,-4.53955414287753,"No"
"SLC31A1",-0.653083072730622,6.0845507796613,-1.42947702095878,0.187053713266275,0.999950192382521,-4.5396138332471,"No"
"SLC25A39",0.686951258185851,4.56807882892492,1.42914269427979,0.187146972190428,0.999950192382521,-4.53966417007797,"No"
"CD99P1",-0.372696050943857,5.34877872655939,-1.42903297559378,0.187177586511159,0.999950192382521,-4.53968068876231,"No"
"NDUFA6",-0.644013471001509,6.11021770579794,-1.42867802781721,0.187276655774531,0.999950192382521,-4.53973412530985,"No"
"ANK3",-0.289850740562066,4.82648483738947,-1.42859081781952,0.187301003862207,0.999950192382521,-4.53974725396623,"No"
"C1orf52",0.345905628965561,4.40243145179543,1.4284386384959,0.187343497256352,0.999950192382521,-4.5397701625827,"No"
"PKDREJ",0.345802296084287,3.52857724023504,1.42820452975419,0.187408884317202,0.999950192382521,-4.53980540319248,"No"
"TMEM44-AS1",0.407269388621026,4.23347869307352,1.42768634548215,0.18755368463785,0.999950192382521,-4.53988339985772,"No"
"FBXL12",0.298442406198651,5.4660024234784,1.42762240089256,0.187571559900311,0.999950192382521,-4.53989302416092,"No"
"NPY4R",0.288825386944578,4.09665722207068,1.42760154600747,0.18757739005684,0.999950192382521,-4.53989616300293,"No"
"ACVR2B-AS1",-0.278960615603006,6.01130134799633,-1.42750502389893,0.18760437566094,0.999950192382521,-4.53991069024407,"No"
"ZC3H10",-0.300669993308909,4.5046436452726,-1.42741400593318,0.18762982550241,0.999950192382521,-4.53992438880615,"No"
"LOXHD1",0.256849139177572,4.59297564590381,1.42738407753847,0.187638194535956,0.999950192382521,-4.53992889309056,"No"
"FAH",-0.653699703322988,5.14816969857159,-1.42677381201178,0.187808916858341,0.999950192382521,-4.5400207331626,"No"
"DAGLA",-0.236324549353666,4.77759488907141,-1.42664280318971,0.187845584240788,0.999950192382521,-4.54004044741469,"No"
"ASRGL1",0.879017857981971,4.18515075692201,1.42625778002981,0.187953382297507,0.999950192382521,-4.54009838270504,"No"
"TSEN34",0.284695784187399,6.85871242964012,1.42618242361341,0.187974486716522,0.999950192382521,-4.54010972120633,"No"
"SASH3",-0.329801166714579,5.22921312433798,-1.42571911109167,0.188104287773705,0.999950192382521,-4.54017942958061,"No"
"ERVFRD-1",-0.711899571378551,4.72764740142262,-1.42482645895197,0.188354591053105,0.999950192382521,-4.54031371578355,"No"
"FBXO24",-0.35446663174364,4.30930705562431,-1.42376457757762,0.188652722623771,0.999950192382521,-4.54047342716269,"No"
"ANXA2",0.640583534151745,8.54114514070239,1.42324748069121,0.188798049565718,0.999950192382521,-4.54055118773446,"No"
"HCG26",-0.275836561475935,3.66746102201617,-1.42319567434898,0.188812614765516,0.999950192382521,-4.54055897785795,"No"
"VPS13B-DT",0.545973404158552,5.32004260177023,1.42149572537748,0.189291090452558,0.999950192382521,-4.54081455187348,"No"
"CSAG3",0.423229296077456,4.46610048903866,1.41974175022693,0.189785872374399,0.999950192382521,-4.54107815144064,"No"
"HTR7",0.40472090851861,4.44135488545879,1.41941473810242,0.189878243466494,0.999950192382521,-4.54112728616992,"No"
"PFKP",-0.34782544690007,4.48181855068025,-1.4193622276321,0.189893079719268,0.999950192382521,-4.54113517573334,"No"
"SLC35D2",0.278179527430648,5.37297153255987,1.41916535426435,0.18994871304171,0.999950192382521,-4.54116475466125,"No"
"FAM184B",-0.442656988280803,5.721286765785,-1.4189297751588,0.190015302528676,0.999950192382521,-4.54120014723066,"No"
"RUVBL2",-0.471390976814614,7.45808957408335,-1.41892343022709,0.190017096285085,0.999950192382521,-4.54120110044597,"No"
"UNK",0.261437180367942,5.75455308871575,1.41797875228125,0.19028432681355,0.999950192382521,-4.5413430073328,"No"
"ENTPD6",0.399413844043931,7.90917447857,1.41797072420194,0.190286599189098,0.999950192382521,-4.54134421316497,"No"
"PDLIM3",0.323032919408349,5.12724195889177,1.4177316833415,0.190354271283389,0.999950192382521,-4.54138011658344,"No"
"IDH1-AS1",-0.325552859962361,3.86158652736415,-1.41766726614193,0.19037251125172,0.999950192382521,-4.54138979159082,"No"
"TIMM44",0.235901975877559,5.95466488971531,1.41721993718771,0.190499215795292,0.999950192382521,-4.54145697352732,"No"
"MKNK2",-0.306061467579888,7.29726386437739,-1.41701323982021,0.190557786813538,0.999950192382521,-4.54148801410628,"No"
"SLC5A9",0.353681013285051,5.79994403117677,1.4162396402959,0.190777136872431,0.999950192382521,-4.54160417636885,"No"
"FAM222A",0.619291819649833,4.65169570267503,1.41617487352595,0.190795511046743,0.999950192382521,-4.54161390074436,"No"
"DRAXIN",0.233881264158871,4.80693790620947,1.41607475506043,0.190823917420946,0.999950192382521,-4.54162893271479,"No"
"SENP6",-0.395196478347128,5.97543157698941,-1.41590493412795,0.190872108670432,0.999950192382521,-4.54165442919617,"No"
"MOSPD3",0.343395555042877,6.89692670675326,1.41561314003766,0.190954937646912,0.999950192382521,-4.54169823622414,"No"
"SEPSECS",-0.600698147636205,5.52741075845911,-1.41552728596409,0.190979314188991,0.999950192382521,-4.54171112496274,"No"
"RELL2",0.294058563874848,3.97060510727323,1.41525379275416,0.191056985031937,0.999950192382521,-4.54175218119761,"No"
"TYW3",0.349639689917494,6.44779557313813,1.41514318521304,0.191088404829386,0.999950192382521,-4.54176878468028,"No"
"CCDC24",0.32888754418035,4.48802158453307,1.41482257648434,0.191179503973546,0.999950192382521,-4.54181690953643,"No"
"LINC02606",0.372993931633225,3.88569548328638,1.41410780400808,0.191382737619913,0.999950192382521,-4.54192418811034,"No"
"TMEM214",-0.454409938464041,6.88428905895093,-1.4140145691474,0.191409261158045,0.999950192382521,-4.54193818028644,"No"
"GPAM",-0.618288433553576,6.91078152730146,-1.41316339298504,0.191651551409068,0.999950192382521,-4.54206590696493,"No"
"SEMA3D",0.33323687352754,3.87922147461718,1.4128756144172,0.191733528487797,0.999950192382521,-4.54210908536493,"No"
"CFB",-0.460303253140173,7.90435444749122,-1.41279700178304,0.191755927479214,0.999950192382521,-4.54212087995988,"No"
"GRM4",-0.346615839886477,4.81670835617495,-1.41265622704897,0.191796043881381,0.999950192382521,-4.54214200049721,"No"
"YPEL3-DT",0.353789579561926,5.31410501122779,1.411786781725,0.192043969310837,0.999950192382521,-4.54227242957348,"No"
"PIK3C3",-0.431352462347163,4.02151534555788,-1.41156544037734,0.192107129764021,0.999950192382521,-4.54230562992475,"No"
"LOC101928087",-0.238379768322756,3.73470137051402,-1.41100718704305,0.192266508792443,0.999950192382521,-4.54238935859866,"No"
"TTPAL",-0.591574963746238,5.58518906563137,-1.41049614963278,0.192412507943971,0.999950192382521,-4.54246599664538,"No"
"KDM8",-0.615808413990333,6.40403378274771,-1.40998043649484,0.192559939927692,0.999950192382521,-4.54254332712871,"No"
"RNF31",0.255208341979543,7.07385299922259,1.40961181410642,0.192665381382704,0.999950192382521,-4.54259859615243,"No"
"TAPT1",-0.387498058704927,5.31432033809056,-1.40919121666683,0.19278575074471,0.999950192382521,-4.54266165249476,"No"
"FAM131B-AS2",0.357727771193239,5.71901231962317,1.40905624827408,0.192824390645808,0.999950192382521,-4.54268188583089,"No"
"ERGIC1",-0.594013922487587,6.73319298211226,-1.40876927520358,0.192906569953384,0.999950192382521,-4.54272490442813,"No"
"BCO2",-0.986436418282993,6.02185463431808,-1.40857174348836,0.192963153864532,0.999950192382521,-4.54275451375853,"No"
"CHRD",-0.351661902004766,5.81734680861173,-1.40856547977842,0.192964948368652,0.999950192382521,-4.54275545264604,"No"
"CD5L",-1.29378479950817,6.30119969708001,-1.40854392888483,0.192971122641849,0.999950192382521,-4.54275868296842,"Downregulated"
"ACO1",-0.754684518886025,5.2423975700129,-1.40773014639173,0.193204393920269,0.999950192382521,-4.54288065172659,"No"
"MMP15",-0.440689300208084,5.39105610853898,-1.4076572508225,0.193225301349459,0.999950192382521,-4.54289157615051,"No"
"ACOT7",-0.384939728318347,5.17125059574229,-1.40765166711401,0.193226902912592,0.999950192382521,-4.54289241294027,"No"
"DPYSL4",0.220690367855524,5.7417839008016,1.40733083805237,0.193318944858447,0.999950192382521,-4.54294049150818,"No"
"SLC16A2",-0.720218656796909,4.33643465879105,-1.40696272458483,0.19342459871244,0.999950192382521,-4.5429956517505,"No"
"FADS1",0.791884328901471,7.31217768573032,1.40679809872988,0.193471864813049,0.999950192382521,-4.54302031877011,"No"
"ZNF221",-0.42931481355407,5.05142824190548,-1.40679085322859,0.193473945314119,0.999950192382521,-4.54302140439237,"No"
"LSM5",-0.581980746048596,5.32318059911568,-1.40648842489512,0.193560802960908,0.999950192382521,-4.54306671686368,"No"
"ZNF500",-0.37002891804448,4.02396833002117,-1.40648685838081,0.193561252952541,0.999950192382521,-4.54306695156465,"No"
"TMEM185B",0.584832931646235,6.16933959834599,1.406210070783,0.193640776191145,0.999950192382521,-4.54310841961547,"No"
"TRIP12",0.243664983044875,5.60551160281637,1.40619672955984,0.193644609940409,0.999950192382521,-4.54311041831977,"No"
"DHDDS-AS1",-0.266194850590334,3.74560152571867,-1.40589102208492,0.193732476328309,0.999950192382521,-4.54315621599619,"No"
"POLR2E",-0.321168842299993,6.0274227431349,-1.40531449155594,0.193898276185239,0.999950192382521,-4.5432425768166,"No"
"ALDH6A1",-1.13625781950087,7.21089517270536,-1.40495519727701,0.194001664652583,0.999950192382521,-4.54329639129628,"Downregulated"
"PRMT2",0.363198589596108,5.32518979550886,1.4048193197408,0.194040776378886,0.999950192382521,-4.54331674166804,"No"
"CFC1",0.310656230371547,3.53334780869869,1.40440517927502,0.194160026748999,0.999950192382521,-4.54337876362841,"No"
"NCSTN",0.402170889572723,5.92609920988035,1.40410194323117,0.194247382616261,0.999950192382521,-4.54342417279958,"No"
"NFU1",0.94680498014621,4.99555728840679,1.40407703225581,0.19425456044501,0.999950192382521,-4.54342790304521,"No"
"YPEL2",-0.237636891309259,5.92923631993207,-1.40405039525519,0.194262235862231,0.999950192382521,-4.54343189172798,"No"
"RGP1",0.341558577412121,7.57597006289622,1.40383302727131,0.194324879935404,0.999950192382521,-4.54346443999029,"No"
"SIPA1L1",0.290531598641361,5.37889480735508,1.40367252253331,0.194371147555632,0.999950192382521,-4.54348847263574,"No"
"USP3",0.406849500775721,5.79706543439554,1.40335868020855,0.194461644201108,0.999950192382521,-4.54353546226131,"No"
"ACTA2-AS1",0.380504460309838,5.94711451116648,1.40310507244894,0.194534798691922,0.999950192382521,-4.54357343091289,"No"
"PLPBP",-0.797253500311911,5.16735819330202,-1.40296266675593,0.194575886757935,0.999950192382521,-4.54359475009537,"No"
"TWNK",0.509076269633279,6.91611352030803,1.40293516960976,0.194583821322812,0.999950192382521,-4.54359886654185,"No"
"NPEPPS",-0.490217208944859,5.30955642318983,-1.40172732739836,0.194932630945216,0.999950192382521,-4.54377966065756,"No"
"RABIF",0.328007692182894,5.36289458928219,1.40142063569383,0.195021285350044,0.999950192382521,-4.54382555947486,"No"
"CD46",0.306985869112269,7.72178417847369,1.40132283357034,0.195049564004122,0.999950192382521,-4.54384019565633,"No"
"SIGLEC16",-0.646879061306467,4.84814285679071,-1.40091036472687,0.195168864729114,0.999950192382521,-4.54390191843132,"No"
"IGF2BP3",1.04442212004235,4.05842238088956,1.40067324253591,0.195237477382614,0.999950192382521,-4.54393739931092,"Upregulated"
"AACS",0.591843173798294,4.60378908048436,1.39968481601138,0.195523708013762,0.999950192382521,-4.5440852780956,"No"
"TFE3",0.359157869943148,4.32819821255734,1.39962037449761,0.195542381662194,0.999950192382521,-4.54409491805037,"No"
"CNTLN",-0.486136931748923,3.44903145530914,-1.39916064860524,0.19567564406252,0.999950192382521,-4.5441636853844,"No"
"ATP10A",-0.29104093924284,4.71217191780833,-1.39852660811295,0.19585956392489,0.999950192382521,-4.54425851539854,"No"
"RALGPS1",0.249990468002599,3.88036010933115,1.39822318549262,0.195947632141129,0.999950192382521,-4.5443038918026,"No"
"LCP2",-0.396599883955133,4.5358867558497,-1.39816791196641,0.19596367891508,0.999950192382521,-4.54431215753624,"No"
"RIOX1",0.273262040049926,5.99404832312235,1.39776432923715,0.196080879608184,0.999950192382521,-4.54437250706833,"No"
"ILVBL",-0.332526969779284,4.96802066461883,-1.39765558151549,0.196112470333792,0.999950192382521,-4.54438876764398,"No"
"CDK9",-0.358941850711988,5.85262657522188,-1.39729213262887,0.196218082386673,0.999950192382521,-4.54444310962785,"No"
"CRYL1",-0.970411885223747,5.26716099386707,-1.39712569855005,0.19626646162786,0.999950192382521,-4.54446799292343,"No"
"FAM219A",0.434652006941531,4.40193081061566,1.39644935222024,0.196463168331881,0.999950192382521,-4.54456910256477,"No"
"CCDC93",0.368475266449595,4.75745727550001,1.39607909914247,0.19657092353619,0.999950192382521,-4.5446244464473,"No"
"ZNF70",-0.329033002332471,3.6093373521843,-1.39606370866219,0.196575403746746,0.999950192382521,-4.54462674684941,"No"
"CFDP1",-0.365069089273997,5.1218647399222,-1.39589358470047,0.196624933145304,0.999950192382521,-4.5446521745888,"No"
"FCF1",-0.581572662274023,4.38872586092149,-1.39531185296798,0.196794377955035,0.999950192382521,-4.54473911610653,"No"
"COL1A2",0.761959034162604,6.71329777714709,1.39528123874441,0.196803298637717,0.999950192382521,-4.54474369116764,"No"
"MXD3",0.304422791985401,5.17112077927188,1.39481600856545,0.196938904924416,0.999950192382521,-4.54481321225392,"No"
"USP20",-0.243447470306528,5.50709227321408,-1.39475526504815,0.196956616503747,0.999950192382521,-4.54482228883085,"No"
"FLVCR1-DT",0.612704803649047,5.13999707768408,1.3947295285226,0.196964121166424,0.999950192382521,-4.54482613446275,"No"
"LAMTOR1",0.264925729213913,5.29265297183415,1.39428236549785,0.197094551279319,0.999950192382521,-4.5448929472847,"No"
"LINC03064",0.317005777507819,5.37883548723431,1.39393818698512,0.197194993071304,0.999950192382521,-4.54494436795255,"No"
"PPARGC1A",-1.04716832918173,4.87992844724122,-1.39385968477671,0.19721790857341,0.999950192382521,-4.5449560956962,"Downregulated"
"CFAP45",0.230849201782227,4.4156060140088,1.39379008290168,0.19723822790268,0.999950192382521,-4.54496649360581,"No"
"MRGPRG-AS1",-0.256768308370776,3.54647558976732,-1.39368602736599,0.19726860887037,0.999950192382521,-4.5449820382756,"No"
"MEA1",0.339069709384641,7.84735583129039,1.39368185435893,0.197269827342043,0.999950192382521,-4.54498266166578,"No"
"CYB5D1",-0.521531830061142,5.64064192365818,-1.39362375202648,0.197286793249426,0.999950192382521,-4.54499134129653,"No"
"BRWD1",-0.336593705644113,4.21781504403289,-1.39360491663942,0.197292293460194,0.999950192382521,-4.54499415500007,"No"
"MEGF11",0.273811605793664,4.42107673047046,1.39345685862415,0.197335533174691,0.999950192382521,-4.5450162720532,"No"
"RALGAPA2",-0.511249901558958,5.40071184582717,-1.39286543231277,0.197508337987672,0.999950192382521,-4.5451046122796,"No"
"MCM8",0.521150179880019,4.77218158038015,1.39208542665809,0.197736441374087,0.999950192382521,-4.54522110157302,"No"
"CD8A",-0.606017166413045,3.52006185140014,-1.39205167450698,0.197746316897597,0.999950192382521,-4.54522614177978,"No"
"MYO19",0.314738929217349,5.60906609178574,1.39180289095965,0.197819121415995,0.999950192382521,-4.5452632913825,"No"
